au 4AM,au_4AM,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/4-am,,2
au AusPro,au_AusPro,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/auspro-live,,2
au Cherry Radio - đối kênh,au_Cherry_Radio_-_đối_kênh,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/cherry-radio-doi-kenh,,2
au Cherry Radio: KÊNH TIN TỨC và ÂM NHẠC,au_Cherry_Radio:_KÊNH_TIN_TỨC_và_ÂM_NHẠC,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/cherry-radio-tin-tuc,,2
au Energy FM,au_Energy_FM,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/energy-fm,,2
au Highland FM,au_Highland_FM,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/highland-fm,,2
au HiTS 93.5,au_HiTS_93.5,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/hits-935,,2
au Hitz 939,au_Hitz_939,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/hitz-939-fm,,2
au Hot FM 106.7,au_Hot_FM_106.7,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/hot-fm-1067-fm,,2
au Moonah Arts Collective Radio,au_Moonah_Arts_Collective_Radio,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/moonah-arts-collective-radio,,2
au RadioL4INE Australia,au_RadioL4INE_Australia,<function Commercial2 at 0x000001C4403C9260>,0,https://www.radio-australia.org/radiol4ine-australia,,2
au Tribe FM,au_Tribe_FM,<function Commercial2 at 0x000001A128089260>,0,https://www.radio-australia.org/tribe-fm,,2
au Vince Radio,au_Vince_Radio,<function Commercial2 at 0x000001A128089260>,0,https://www.radio-australia.org/vince-radio,,2
au Woroni Radio,au_Woroni_Radio,<function Commercial2 at 0x000001A128089260>,0,https://www.radio-australia.org/woroni-radio,,2
au 101.3 v 98.5 v 94.5 Mixx FM,au_101.3_v_98.5_v_94.5_Mixx_FM,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/1013-mixx-fm,,1
au 101FM,au_101FM,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/logan-101-fm,,1
au 102.1 & 93.3 Edge FM,au_102.1_&_93.3_Edge_FM,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/1021-edge-fm,,1
au 102.5 Edge FM,au_102.5_Edge_FM,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/edge-fm,,1
au 106.3 v 95.9 Mixx FM,au_106.3_v_95.9_Mixx_FM,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/1063-mixx-fm,,1
au 107.7 v 98.7 Mixx FM,au_107.7_v_98.7_Mixx_FM,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/1077-987-mixx-fm,,1
au 1089 3WM,au_1089_3WM,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/1089-3wm,,1
au 1116 4BH,au_1116_4BH,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/4bh-882,,1
au 1134 3CS,au_1134_3CS,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/1134-3cs,,1
au 1332 3SH,au_1332_3SH,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/1332-3sh,,1
au 1377 3MP,au_1377_3MP,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/1377-3mp,,1
au 14.2 Heart Radio FM,au_14.2_Heart_Radio_FM,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/142-heart-radio-fm,,1
au 1494 2AY,au_1494_2AY,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/1494-2ay,,1
au 1521 2QN Deniliquin,au_1521_2QN_Deniliquin,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/1521-2qn-deniliquin,,1
au 1629 SEN SA,au_1629_SEN_SA,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/1629-sen-sa,,1
au 2CR,au_2CR,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/2cr,,1
au 2Day FM,au_2Day_FM,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/2day-fm,,1
au 2GO 107.7 FM,au_2GO_107.7_FM,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/2go-1077-fm,,1
au 2MMM - Triple M Sydney,au_2MMM_-_Triple_M_Sydney,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/2mmm-triple-m-sydney,,1
au 2RPH,au_2RPH,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/2rph,,1
au 2RW Riverina,au_2RW_Riverina,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/heart-fm-riverina,,1
au 2UE 954 AM,au_2UE_954_AM,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/2ue-954,,1
au 3MMM - Triple M Aussie Digital,au_3MMM_-_Triple_M_Aussie_Digital,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/3mmm-triple-m-aussie-digital,,1
au 3MMM - Triple M Brisbane,au_3MMM_-_Triple_M_Brisbane,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/3mmm-triple-m-brisbane,,1
au 3MMM - Triple M Melbourne,au_3MMM_-_Triple_M_Melbourne,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/3mmm-triple-m-melbourne,,1
au 5EBI 103.1 FM,au_5EBI_103.1_FM,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/5ebi-1031-fm,,1
au 88.9 v 93.7 Mixx FM,au_88.9_v_93.7_Mixx_FM,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/889-mixx-fm,,1
au 92.5 Gold FM,au_92.5_Gold_FM,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/925-gold-fm,,1
au 94.5 3YB FM,au_94.5_3YB_FM,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/945-3yb-fm,,1
au 95.3 Coast FM,au_95.3_Coast_FM,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/953-coast-fm,,1
au 981 3HA,au_981_3HA,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/981-3ha,,1
au 99.9 Live FM,au_99.9_Live_FM,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/999-live-fm,,1
au AfroVoice Radio,au_AfroVoice_Radio,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/afrovoice-radio,,1
au All Time Hits Radio 90s,au_All_Time_Hits_Radio_90s,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/all-time-hits-radio-90s,,1
au All Time Hits Radio Kids,au_All_Time_Hits_Radio_Kids,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/all-time-hits-radio-kids,,1
au All Time Hits Radio Party,au_All_Time_Hits_Radio_Party,<function Commercial2 at 0x000001B2B7209260>,0,https://www.radio-australia.org/all-time-hits-radio-party,,1
